NCBI_tax.id;species.name;host.name;disease;human.Hosted;human.Hosted.Source;animal.Pathogenic;animal.Pathogenic.Source;plant.Pathogenic;plant.Pathogenic.Source;version_status;assembly_level;genome_representation;ftp_path;fold1;genbank_assembly_accession;assembly_name;assembly_accession
13706;Syncephalastrum racemosum;Homo sapiens;;TRUE;de Hoog GS, Guarro J, Gené J, Ahmed S, Al-Hatmi AMS, Figueras MJ & Vitale RG (2019) Atlas of Clinical Fungi, 3rd e-edition. Utrecht / Reus. ;FALSE;;FALSE;;latest;Contig;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/105/135/GCA_002105135.1_Synrac1;train;GCA_002105135.1;Synrac1;GCA_002105135.1_Synrac1_genomic
286115;Synchytrium endobioticum;;;FALSE;;FALSE;;TRUE;Farr, D.F., & Rossman, A.Y. Fungal Databases, U.S. National Fungus Collections, ARS, USDA. Retrieved May 8, 2020, from https://nt.ars-grin.gov/fungaldatabases/;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/535/955/GCA_006535955.1_ASM653595v1;train;GCA_006535955.1;ASM653595v1;GCA_006535955.1_ASM653595v1_genomic
37727;Talaromyces marneffei;Homo sapiens;;TRUE;de Hoog GS, Guarro J, Gené J, Ahmed S, Al-Hatmi AMS, Figueras MJ & Vitale RG (2019) Atlas of Clinical Fungi, 3rd e-edition. Utrecht / Reus. ;FALSE;;FALSE;;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/985/GCA_000001985.1_JCVI-PMFA1-2.0;val;GCA_000001985.1;JCVI-PMFA1-2.0;GCA_000001985.1_JCVI-PMFA1-2.0_genomic
153982;Talaromyces piceae;Homo sapiens;;TRUE;de Hoog GS, Guarro J, Gené J, Ahmed S, Al-Hatmi AMS, Figueras MJ & Vitale RG (2019) Atlas of Clinical Fungi, 3rd e-edition. Utrecht / Reus. ;FALSE;;FALSE;;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/657/655/GCA_001657655.1_ASM165765v1;train;GCA_001657655.1;ASM165765v1;GCA_001657655.1_ASM165765v1_genomic
28564;Talaromyces stipitatus;Homo sapiens;;TRUE;Tao Lu, Bo Yao, Chi Zhang, DFVF: database of fungal virulence factors, Database, Volume 2012, 2012, bas032, https://doi.org/10.1093/database/bas032;FALSE;;FALSE;;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/003/125/GCA_000003125.1_JCVI-TSTA1-3.0;train;GCA_000003125.1;JCVI-TSTA1-3.0;GCA_000003125.1_JCVI-TSTA1-3.0_genomic
198730;Talaromyces verruculosus;dog, walnut;;FALSE;;TRUE;de Hoog GS, Guarro J, Gené J, Ahmed S, Al-Hatmi AMS, Figueras MJ & Vitale RG (2019) Atlas of Clinical Fungi, 3rd e-edition. Utrecht / Reus. ;TRUE;Ortega-Acosta, S., Reyes-García, G., Vargas-Álvarez, D., Gámez-Vázquez, A., Ávila-Perches, M., Espinosa-Trujillo, E., … Palemón-Alberto, F. (2018). First report of Talaromyces verruculosus causing storage rot of groundnut in Mexico. New Disease Reports, 38, 27. doi: 10.5197/j.2044-0588.2018.038.027;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/305/275/GCA_001305275.1_ASM130527v1;train;GCA_001305275.1;ASM130527v1;GCA_001305275.1_ASM130527v1_genomic
203079;Taphrina betulina;;;FALSE;;FALSE;;TRUE;Vacher C, Piou D, Desprez-Loustau ML (2008) Architecture of an Antagonistic Tree/Fungus Network: The Asymmetric Influence of Past Evolutionary History. PLOS ONE 3(3): e1740. https://doi.org/10.1371/journal.pone.0001740;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/802/775/GCA_008802775.1_ASM880277v1;train;GCA_008802775.1;ASM880277v1;GCA_008802775.1_ASM880277v1_genomic
5011;Taphrina deformans;;;FALSE;;FALSE;;TRUE;Farr, D.F., & Rossman, A.Y. Fungal Databases, U.S. National Fungus Collections, ARS, USDA. Retrieved May 8, 2020, from https://nt.ars-grin.gov/fungaldatabases/;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/281/575/GCA_005281575.1_ASM528157v1;train;GCA_005281575.1;ASM528157v1;GCA_005281575.1_ASM528157v1_genomic
34352;Taphrina populina;;;FALSE;;FALSE;;TRUE;Vacher C, Piou D, Desprez-Loustau ML (2008) Architecture of an Antagonistic Tree/Fungus Network: The Asymmetric Influence of Past Evolutionary History. PLOS ONE 3(3): e1740. https://doi.org/10.1371/journal.pone.0001740;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/836/195/GCA_000836195.1_Tp_assembly_v1.1;train;GCA_000836195.1;Tp_assembly_v1.1;GCA_000836195.1_Tp_assembly_v1.1_genomic
5012;Taphrina wiesneri;;;FALSE;;FALSE;;TRUE;Farr, D.F., & Rossman, A.Y. Fungal Databases, U.S. National Fungus Collections, ARS, USDA. Retrieved May 8, 2020, from https://nt.ars-grin.gov/fungaldatabases/;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/281/515/GCA_005281515.1_ASM528151v1;train;GCA_005281515.1;ASM528151v1;GCA_005281515.1_ASM528151v1_genomic
161662;Teratosphaeria nubilosa;;;FALSE;;FALSE;;TRUE;Farr, D.F., & Rossman, A.Y. Fungal Databases, U.S. National Fungus Collections, ARS, USDA. Retrieved May 8, 2020, from https://nt.ars-grin.gov/fungaldatabases/;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/093/825/GCA_010093825.1_Ternu1;train;GCA_010093825.1;Ternu1;GCA_010093825.1_Ternu1_genomic
1882483;Testicularia cyperi;;;FALSE;;FALSE;;TRUE;Farr, D.F., & Rossman, A.Y. Fungal Databases, U.S. National Fungus Collections, ARS, USDA. Retrieved May 8, 2020, from https://nt.ars-grin.gov/fungaldatabases/;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/144/125/GCA_003144125.1_Tescy1;test;GCA_003144125.1;Tescy1;GCA_003144125.1_Tescy1_genomic
5088;Thermoascus crustaceus;Homo sapiens, mouse;;TRUE;de Hoog GS, Guarro J, Gené J, Ahmed S, Al-Hatmi AMS, Figueras MJ & Vitale RG (2019) Atlas of Clinical Fungi, 3rd e-edition. Utrecht / Reus. ;TRUE;de Hoog GS, Guarro J, Gené J, Ahmed S, Al-Hatmi AMS, Figueras MJ & Vitale RG (2019) Atlas of Clinical Fungi, 3rd e-edition. Utrecht / Reus. ;FALSE;;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/599/835/GCA_001599835.1_JCM_12817_assembly_v001;train;GCA_001599835.1;JCM_12817_assembly_v001;GCA_001599835.1_JCM_12817_assembly_v001_genomic
5541;Thermomyces lanuginosus;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;latest;Contig;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/315/935/GCA_000315935.1_NOKS_genome_assembly_20110720;train;GCA_000315935.1;NOKS_genome_assembly_20110720;GCA_000315935.1_NOKS_genome_assembly_20110720_genomic
13290;Tilletia caries;;;FALSE;;FALSE;;TRUE;Farr, D.F., & Rossman, A.Y. Fungal Databases, U.S. National Fungus Collections, ARS, USDA. Retrieved May 8, 2020, from https://nt.ars-grin.gov/fungaldatabases/;latest;Contig;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/334/575/GCA_004334575.1_Tca517_3.0;train;GCA_004334575.1;Tca517_3.0;GCA_004334575.1_Tca517_3.0_genomic
13291;Tilletia controversa;;;FALSE;;FALSE;;TRUE;Farr, D.F., & Rossman, A.Y. Fungal Databases, U.S. National Fungus Collections, ARS, USDA. Retrieved May 8, 2020, from https://nt.ars-grin.gov/fungaldatabases/;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/645/045/GCA_001645045.2_AAFC_TcoDAOMC236426_2;train;GCA_001645045.2;AAFC_TcoDAOMC236426_2;GCA_001645045.2_AAFC_TcoDAOMC236426_2_genomic
157183;Tilletia laevis;;;FALSE;;FALSE;;TRUE;Farr, D.F., & Rossman, A.Y. Fungal Databases, U.S. National Fungus Collections, ARS, USDA. Retrieved May 8, 2020, from https://nt.ars-grin.gov/fungaldatabases/;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/428/275/GCA_009428275.1_AAFC_TLATCC42080_1;test;GCA_009428275.1;AAFC_TLATCC42080_1;GCA_009428275.1_AAFC_TLATCC42080_1_genomic
117179;Tilletia walkeri;;;FALSE;;FALSE;;TRUE;Farr, D.F., & Rossman, A.Y. Fungal Databases, U.S. National Fungus Collections, ARS, USDA. Retrieved May 8, 2020, from https://nt.ars-grin.gov/fungaldatabases/;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/428/295/GCA_009428295.1_AAFC_TwDAOMC238049_1;train;GCA_009428295.1;AAFC_TwDAOMC238049_1;GCA_009428295.1_AAFC_TwDAOMC238049_1_genomic
5327;Trametes hirsuta;;;FALSE;;FALSE;;TRUE;Farr, D.F., & Rossman, A.Y. Fungal Databases, U.S. National Fungus Collections, ARS, USDA. Retrieved May 8, 2020, from https://nt.ars-grin.gov/fungaldatabases/;latest;Chromosome;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/302/255/GCA_001302255.2_TraHir072;train;GCA_001302255.2;TraHir072;GCA_001302255.2_TraHir072_genomic
154538;Trametes pubescens;;;FALSE;;FALSE;;TRUE;Farr, D.F., & Rossman, A.Y. Fungal Databases, U.S. National Fungus Collections, ARS, USDA. Retrieved May 8, 2020, from https://nt.ars-grin.gov/fungaldatabases/;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/895/945/GCA_001895945.1_ASM189594v1;train;GCA_001895945.1;ASM189594v1;GCA_001895945.1_ASM189594v1_genomic
5217;Tremella mesenterica;decaying wood;;FALSE;;FALSE;;TRUE;Farr, D.F., & Rossman, A.Y. Fungal Databases, U.S. National Fungus Collections, ARS, USDA. Retrieved May 8, 2020, from https://nt.ars-grin.gov/fungaldatabases/;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/271/645/GCA_000271645.1_Treme1;train;GCA_000271645.1;Treme1;GCA_000271645.1_Treme1_genomic
63577;Trichoderma atroviride;Homo sapiens;;TRUE;de Hoog GS, Guarro J, Gené J, Ahmed S, Al-Hatmi AMS, Figueras MJ & Vitale RG (2019) Atlas of Clinical Fungi, 3rd e-edition. Utrecht / Reus. ;FALSE;;FALSE;;latest;Contig;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/171/015/GCA_000171015.2_TRIAT_v2.0;train;GCA_000171015.2;TRIAT_v2.0;GCA_000171015.2_TRIAT_v2.0_genomic
58853;Trichoderma citrinoviride;Homo sapiens;;TRUE;de Hoog GS, Guarro J, Gené J, Ahmed S, Al-Hatmi AMS, Figueras MJ & Vitale RG (2019) Atlas of Clinical Fungi, 3rd e-edition. Utrecht / Reus. ;FALSE;;FALSE;;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/025/115/GCA_003025115.1_Trici_v4.0;test;GCA_003025115.1;Trici_v4.0;GCA_003025115.1_Trici_v4.0_genomic
5544;Trichoderma harzianum;Homo sapiens;;TRUE;de Hoog GS, Guarro J, Gené J, Ahmed S, Al-Hatmi AMS, Figueras MJ & Vitale RG (2019) Atlas of Clinical Fungi, 3rd e-edition. Utrecht / Reus. ;FALSE;;FALSE;;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/025/095/GCA_003025095.1_Triha_v1.0;train;GCA_003025095.1;Triha_v1.0;GCA_003025095.1_Triha_v1.0_genomic
97093;Trichoderma koningii;Homo sapiens;;TRUE;de Hoog GS, Guarro J, Gené J, Ahmed S, Al-Hatmi AMS, Figueras MJ & Vitale RG (2019) Atlas of Clinical Fungi, 3rd e-edition. Utrecht / Reus. ;FALSE;;FALSE;;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/950/475/GCA_001950475.1_JCM_1883_assembly_v001;train;GCA_001950475.1;JCM_1883_assembly_v001;GCA_001950475.1_JCM_1883_assembly_v001_genomic
5548;Trichoderma longibrachiatum;Homo sapiens;;TRUE;de Hoog GS, Guarro J, Gené J, Ahmed S, Al-Hatmi AMS, Figueras MJ & Vitale RG (2019) Atlas of Clinical Fungi, 3rd e-edition. Utrecht / Reus. ;FALSE;;FALSE;;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/025/155/GCA_003025155.1_Trilo3;train;GCA_003025155.1;Trilo3;GCA_003025155.1_Trilo3_genomic
500994;Trichoderma pleuroti;;;FALSE;;FALSE;;TRUE;Farr, D.F., & Rossman, A.Y. Fungal Databases, U.S. National Fungus Collections, ARS, USDA. Retrieved May 8, 2020, from https://nt.ars-grin.gov/fungaldatabases/;latest;Contig;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/721/665/GCA_001721665.1_ASM172166v1;train;GCA_001721665.1;ASM172166v1;GCA_001721665.1_ASM172166v1_genomic
5547;Trichoderma viride;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;latest;Contig;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/896/495/GCA_007896495.1_ASM789649v1;test;GCA_007896495.1;ASM789649v1;GCA_007896495.1_ASM789649v1_genomic
40145;Tricholoma matsutake;;;FALSE;;FALSE;;TRUE;Tao Lu, Bo Yao, Chi Zhang, DFVF: database of fungal virulence factors, Database, Volume 2012, 2012, bas032, https://doi.org/10.1093/database/bas032;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/939/025/GCA_002939025.2_ASM293902v2;train;GCA_002939025.2;ASM293902v2;GCA_002939025.2_ASM293902v2_genomic
44093;Trichomonascus ciferrii;Homo sapiens, cattle;;TRUE;de Hoog GS, Guarro J, Gené J, Ahmed S, Al-Hatmi AMS, Figueras MJ & Vitale RG (2019) Atlas of Clinical Fungi, 3rd e-edition. Utrecht / Reus. ;TRUE;de Hoog GS, Guarro J, Gené J, Ahmed S, Al-Hatmi AMS, Figueras MJ & Vitale RG (2019) Atlas of Clinical Fungi, 3rd e-edition. Utrecht / Reus. ;FALSE;;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/704/605/GCA_008704605.1_ASM870460v1;test;GCA_008704605.1;ASM870460v1;GCA_008704605.1_ASM870460v1_genomic
63400;Trichophyton benhamiae;Homo sapiens, guinea pig, rabbit;;TRUE;de Hoog GS, Guarro J, Gené J, Ahmed S, Al-Hatmi AMS, Figueras MJ & Vitale RG (2019) Atlas of Clinical Fungi, 3rd e-edition. Utrecht / Reus. ;TRUE;de Hoog GS, Guarro J, Gené J, Ahmed S, Al-Hatmi AMS, Figueras MJ & Vitale RG (2019) Atlas of Clinical Fungi, 3rd e-edition. Utrecht / Reus. ;FALSE;;latest;Contig;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/151/125/GCA_000151125.2_ASM15112v2;train;GCA_000151125.2;ASM15112v2;GCA_000151125.2_ASM15112v2_genomic
63418;Trichophyton equinum;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/151/175/GCA_000151175.1_ASM15117v1;train;GCA_000151175.1;ASM15117v1;GCA_000151175.1_ASM15117v1_genomic
523103;Trichophyton mentagrophytes;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/664/465/GCA_003664465.1_ASM366446v1;train;GCA_003664465.1;ASM366446v1;GCA_003664465.1_ASM366446v1_genomic
5551;Trichophyton rubrum;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/151/425/GCA_000151425.1_ASM15142v1;train;GCA_000151425.1;ASM15142v1;GCA_000151425.1_ASM15142v1_genomic
69891;Trichophyton soudanense;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/616/865/GCA_000616865.1_Tric_soud_CBS_452_61_V1;train;GCA_000616865.1;Tric_soud_CBS_452_61_V1;GCA_000616865.1_Tric_soud_CBS_452_61_V1_genomic
34387;Trichophyton tonsurans;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/151/455/GCA_000151455.1_ASM15145v1;train;GCA_000151455.1;ASM15145v1;GCA_000151455.1_ASM15145v1_genomic
63417;Trichophyton verrucosum;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/151/505/GCA_000151505.1_ASM15150v1;train;GCA_000151505.1;ASM15150v1;GCA_000151505.1_ASM15150v1_genomic
34388;Trichophyton violaceum;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/651/435/GCA_001651435.1_CMCC_F_T3l;val;GCA_001651435.1;CMCC_F_T3l;GCA_001651435.1_CMCC_F_T3l_genomic
82508;Trichosporon asahii;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/293/215/GCA_000293215.1_Trichosporon_asahii_1;train;GCA_000293215.1;Trichosporon_asahii_1;GCA_000293215.1_Trichosporon_asahii_1_genomic
82517;Trichosporon inkin;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/752/625/GCA_001752625.1_ASM175262v1;test;GCA_001752625.1;ASM175262v1;GCA_001752625.1_ASM175262v1_genomic
82524;Trichosporon ovoides;Homo sapiens;;TRUE;Taylor, L. H., Latham, S. M., & Woolhouse, M. E. (2001). Risk factors for human disease emergence. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 356(1411), 983–989. https://doi.org/10.1098/rstb.2001.0888;FALSE;;FALSE;;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/752/645/GCA_001752645.1_ASM175264v1;val;GCA_001752645.1;ASM175264v1;GCA_001752645.1_ASM175264v1_genomic
33188;Uncinocarpus reesii;Homo sapiens;;TRUE;Tao Lu, Bo Yao, Chi Zhang, DFVF: database of fungal virulence factors, Database, Volume 2012, 2012, bas032, https://doi.org/10.1093/database/bas032;FALSE;;FALSE;;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/003/515/GCA_000003515.2_ASM351v2;train;GCA_000003515.2;ASM351v2;GCA_000003515.2_ASM351v2_genomic
462795;Uromyces transversalis;;;FALSE;;FALSE;;TRUE;Farr, D.F., & Rossman, A.Y. Fungal Databases, U.S. National Fungus Collections, ARS, USDA. Retrieved May 8, 2020, from https://nt.ars-grin.gov/fungaldatabases/;latest;Contig;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/994/575/GCA_002994575.1_FL11_1;train;GCA_002994575.1;FL11_1;GCA_002994575.1_FL11_1_genomic
1159556;Ustilaginoidea virens;rice;;FALSE;;FALSE;;TRUE;Farr, D.F., & Rossman, A.Y. Fungal Databases, U.S. National Fungus Collections, ARS, USDA. Retrieved May 8, 2020, from https://nt.ars-grin.gov/fungaldatabases/;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/687/475/GCA_000687475.1_Assembly_for_version_1_of_the_Villosiclava_virens_genome;train;GCA_000687475.1;Assembly_for_version_1_of_the_Villosiclava_virens_genome;GCA_000687475.1_Assembly_for_version_1_of_the_Villosiclava_virens_genome_genomic
185366;Ustilago esculenta;;;FALSE;;FALSE;;TRUE;Farr, D.F., & Rossman, A.Y. Fungal Databases, U.S. National Fungus Collections, ARS, USDA. Retrieved May 8, 2020, from https://nt.ars-grin.gov/fungaldatabases/;latest;Contig;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/819/925/GCA_000819925.1_ASM81992v1;train;GCA_000819925.1;ASM81992v1;GCA_000819925.1_ASM81992v1_genomic
120017;Ustilago hordei;barley;;FALSE;;FALSE;;TRUE;Farr, D.F., & Rossman, A.Y. Fungal Databases, U.S. National Fungus Collections, ARS, USDA. Retrieved May 8, 2020, from https://nt.ars-grin.gov/fungaldatabases/;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/012/045/GCA_003012045.1_ASM301204v1;train;GCA_003012045.1;ASM301204v1;GCA_003012045.1_ASM301204v1_genomic
5270;Ustilago maydis;;smut, corn smut;FALSE;;FALSE;;TRUE;Farr, D.F., & Rossman, A.Y. Fungal Databases, U.S. National Fungus Collections, ARS, USDA. Retrieved May 8, 2020, from https://nt.ars-grin.gov/fungaldatabases/;latest;Chromosome;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/328/475/GCA_000328475.2_Umaydis521_2.0;train;GCA_000328475.2;Umaydis521_2.0;GCA_000328475.2_Umaydis521_2.0_genomic
117174;Ustilago tritici;;;FALSE;;FALSE;;TRUE;Farr, D.F., & Rossman, A.Y. Fungal Databases, U.S. National Fungus Collections, ARS, USDA. Retrieved May 8, 2020, from https://nt.ars-grin.gov/fungaldatabases/;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/993/085/GCA_002993085.1_ASM299308v1;train;GCA_002993085.1;ASM299308v1;GCA_002993085.1_ASM299308v1_genomic
252740;Valsa sordida;;;FALSE;;FALSE;;TRUE;Vacher C, Piou D, Desprez-Loustau ML (2008) Architecture of an Antagonistic Tree/Fungus Network: The Asymmetric Influence of Past Evolutionary History. PLOS ONE 3(3): e1740. https://doi.org/10.1371/journal.pone.0001740;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/795/275/GCA_003795275.1_ASM379527v1;train;GCA_003795275.1;ASM379527v1;GCA_003795275.1_ASM379527v1_genomic
5417;Vanrija humicola;Homo sapiens;;TRUE;de Hoog GS, Guarro J, Gené J, Ahmed S, Al-Hatmi AMS, Figueras MJ & Vitale RG (2019) Atlas of Clinical Fungi, 3rd e-edition. Utrecht / Reus. ;FALSE;;FALSE;;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/600/235/GCA_001600235.1_JCM_1457_assembly_v001;train;GCA_001600235.1;JCM_1457_assembly_v001;GCA_001600235.1_JCM_1457_assembly_v001_genomic
86257;Venturia carpophila;peach;;FALSE;;FALSE;;TRUE;Farr, D.F., & Rossman, A.Y. Fungal Databases, U.S. National Fungus Collections, ARS, USDA. Retrieved May 8, 2020, from https://nt.ars-grin.gov/fungaldatabases/;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/990/985/GCA_001990985.1_ASM199098v1;train;GCA_001990985.1;ASM199098v1;GCA_001990985.1_ASM199098v1_genomic
5025;Venturia inaequalis;;;FALSE;;FALSE;;TRUE;Vacher C, Piou D, Desprez-Loustau ML (2008) Architecture of an Antagonistic Tree/Fungus Network: The Asymmetric Influence of Past Evolutionary History. PLOS ONE 3(3): e1740. https://doi.org/10.1371/journal.pone.0001740;latest;Contig;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/689/225/GCA_003689225.1_ASM368922v1;train;GCA_003689225.1;ASM368922v1;GCA_003689225.1_ASM368922v1_genomic
415593;Venturia pyrina;pear;;FALSE;;FALSE;;TRUE;Farr, D.F., & Rossman, A.Y. Fungal Databases, U.S. National Fungus Collections, ARS, USDA. Retrieved May 8, 2020, from https://nt.ars-grin.gov/fungaldatabases/;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/738/655/GCA_000738655.1_ASM73865v1;test;GCA_000738655.1;ASM73865v1;GCA_000738655.1_ASM73865v1_genomic
253628;Verruconis gallopava;Homo sapiens, bird, cat, dog;;TRUE;de Hoog GS, Guarro J, Gené J, Ahmed S, Al-Hatmi AMS, Figueras MJ & Vitale RG (2019) Atlas of Clinical Fungi, 3rd e-edition. Utrecht / Reus. ;TRUE;de Hoog GS, Guarro J, Gené J, Ahmed S, Al-Hatmi AMS, Figueras MJ & Vitale RG (2019) Atlas of Clinical Fungi, 3rd e-edition. Utrecht / Reus. ;FALSE;;latest;Scaffold;Full;ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/836/295/GCA_000836295.1_O_gall_CBS43764;train;GCA_000836295.1;O_gall_CBS43764;GCA_000836295.1_O_gall_CBS43764_genomic
